TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A
UR 1223,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - names,,,U 07827r,-,UM 52-30-236,T12772,P415585,UM 52-30-236 = U.7827r,UET 5 715,UET 5 715
UR 1224,0,-,-,-, -,Administrative (names),"Ur's Neighborhood (AH), Church Lane 2",Administrative - names,,,U 07827q,-,UM 52-30-237,T12773,P415586,UM 52-30-237 = U.7827q,UET 5 716,UET 5 716
UR 1227,0,-,-,-, -,Administrative (slaves),"Ur's Extra-mural (EM), Quiet Street 7",Administrative - Delivery (slaves),,,U 07804.8,-,UM 52-30-240,T12776,P415589,"UM 52-30-240 = U.7804,8",UET 5 719,UET 5 719
UR 1228,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - Work Roster,,,U 16063,-,UM 52-30-241,T12777,P415590,UM 52-30-241 = U.16063,UET 5 720,UET 5 720
UR 1233,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Work Roster,,,U 17214s,"1953-04-11, 0226",BM 131391,T12782,P415595,"BM 131391 = 1953-04-11, 226 = U.17214S",UET 5 725,UET 5 725
UR 1234,0,-,-,-, -,Administrative (names),UR (UET 5),Administrative - Work Roster,,,U �,"1953-04-11, 0227",BM 131392,T12783,P415596,"BM 131392 = 1953-04-11, 227",UET 5 726,UET 5 726
UR 1235,0,-,-,-, -,Administrative (names),Ur's South Wall (SM)?,Administrative - Work Roster,,,U 08806e,"1953-04-11, 0228",BM 131393,T12784,P415597,"BM 131393 = 1953-04-11, 228 = U.8806e",UET 5 727,UET 5 727
UR 1238,0,-,-,-, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Work Roster,Room 4,,U 07795l & U 07795p,"1953-04-11, 0231",BM 131396,T12787,P415600,"BM 131396 = 1953-04-11, 231 = 7795l and p",UET 5 730,UET 5 730
UR 1239,0,-,-,-, -,"Quiet Street 5: Ekigalla, son of Ur-Ninazu","Ur's Extra-mural (EM), Quiet Street 5",Administrative - Work Roster,Room 4,,U 07795o,"1953-04-11, 0232",BM 131397,T12788,P415601,"BM 131397 = 1953-04-11, 232 = U.7795o",UET 5 731,UET 5 731
UR 124,0,-,-,-,-,administrative,Ur (unprov),Administrative - Delivery,,,-,-,-,T24909,N/A,U.30582,-,Nisaba 5 I 564
UR 1287,0,-,-,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U �,"1953-04-11, 0238",BM 131403,T12828,P415649,"BM 131403 = 1953-04-11, 238",UET 5 779,UET 5 779
UR 1288,0,-,-,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U �,"1953-04-11, 0239",BM 131404,T12829,P415650,"BM 131404 = 1953-04-11, 239",UET 5 780,UET 5 780
UR 129,0,-,-,-,-,Giparu (abku),Ur (unprov),Administrative - Delivery,,,-,-,-,T24914,N/A,U.30588,-,Nisaba 5 I 570
UR 1291,0,-,-,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U �,"1953-04-11, 0242",BM 131407,T12831,P415653,"BM 131407 = 1953-04-11, 242",UET 5 783,UET 5 783
UR 1292,0,-,-,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U �,"1953-04-11, 0243",BM 131408,T22734,P415654,"BM 131408 = 1953-04-11, 243",UET 5 784,UET 5 784
UR 1294,0,-,-,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U �,"1953-04-11, 0245",BM 131410,T12833,P415656,"BM 131410 = 1953-04-11, 245",UET 5 786,UET 5 786
UR 1296,0,-,-,-, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,C/26,H-J 2-3,U �,"1953-04-11, 0247",BM 131412,T12835,P415658,"BM 131412 = 1953-04-11, 247",UET 5 788,UET 5 788
UR 1297,0,-,-,-,-,"Ganunmah (expenditure, satukku)",Ur's Ganunmah (TTB),Administrative - Delivery,Room 5,Underneath pavement,U 08811s,"1953-04-11, 0248",BM 131413,T12836,P415659,"BM 131413 = 1953-04-11, 248 = U.8811s",UET 5 789,UET 5 789
UR 1299,0,-,-,-,-,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - object list,Room 9,,U 00442,-,IM 057566,T12838,P415661,IM 57566 = U.442,UET 5 791,UET 5 791
UR 130,0,-,-,-,-,administrative (beer and oil),Ur (unprov),Administrative - Delivery,,,-,-,-,T24915,N/A,U.30589,-,Nisaba 5 I 571
UR 1302,0,-,-,-,-,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - Dilmun tax,Room 5,Underneath pavement,U 08811i,"1953-04-11, 0250",BM 131415,T12841,P415664,"BM 131415 = 1953-04-11, 250 = U.8811i // ",UET 5 794,UET 5 794
UR 1303,0,-,-,-,-,Ganunmah (silver),Ur's Ganunmah (TTB),Administrative - Allotment,Room 5,Underneath pavement,U 08811h,-,IM 057568,T12842,P415665,IM 57568 = U.8811h // ,UET 5 795,UET 5 795
UR 1310,0,-,-,-, -,Administrative (beer),UR (UET 5),Administrative - expenditure (beer),,,U 13091,-,IM 057573,T12856,P415672,IM 57573 = U.13091,UET 5 802,UET 5 802
UR 1311,0,-,-,-, -,Administrative (inventory),UR (UET 5),Administrative - Inventory,,,U �,"1953-04-11, 0252",BM 131417,T12857,P415673,"BM 131417 = 1953-04-11, 252",UET 5 803,UET 5 803
UR 134,0,-,-,-,-,administrative (wood),Ur (unprov),Administrative - object list,,,-,-,-,T24921,N/A,U.30611,-,Nisaba 5 I 592
UR 1349,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Expenditures (animals),,,U 17214p,"1953-04-11, 0256",BM 131421,T12906,P415711,"BM 131421 = 1953-04-11, 256 = U.17214P",UET 5 841,UET 5 841
UR 135,0,-,-,-,-,Giparu (Ku-lugalbanda),Ur (unprov),Administrative - Delivery,,,-,-,-,T24922,N/A,U.30616,-,Nisaba 5 I 597
UR 1350,0,-,-,-, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - animal record,,,U 17214t,"1953-04-11, 0257",BM 131422,T12907,P415712,"BM 131422 = 1953-04-11, 257 = U.17214T",UET 5 842,UET 5 842
UR 1352,0,-,-,-, -,Administrative (wool),UR (UET 5),Administrative - Delivery (wool),,,U �,"1953-04-11, 0259",BM 131424,T12908,P415714,"BM 131424 = 1953-04-11, 259",UET 5 844,UET 5 844
UR 1353,0,-,-,-, -,Administrative (cattle),UR (UET 5),Administrative - Delivery (animal),,,U �,"1953-04-11, 0260",BM 131425,T12909,P415715,"BM 131425 = 1953-04-11, 260",UET 5 845,UET 5 845
UR 1360,0,-,-,-, -,Administrative (dairy),"Ur's Royal Cemetery (PG), Eastward Extension",Administrative - Delivery (dairy),,,U 18813,-,IM 057597,T12916,P415722,IM 57597 = U.18813,UET 5 852,UET 5 852
UR 1361,0,-,-,-, -,Ganunmah (price),Ur's Ganunmah (TTB),Administrative - animal record,recess E,SS,U 00203,-,UM 52-30-271,T12917,P415723,UM 52-30-271 = U.203,UET 5 853,UET 5 853
UR 1362,0,-,-,-, -,Ganunmah (animal),Ur's Ganunmah (TTB),Administrative - animal record,,Z?,U 00337,"1953-04-11, 0266",BM 131431,T12918,P415724,"BM 131431 = 1953-04-11, 266 = U.337",UET 5 854,UET 5 854
UR 1369,0,-,-,-, -,Administrative (accounting),Ur (UET 5),Administrative - estimate (excavation),,,U 17900w,-,UM 52-30-272,T12925,P254852,UM 52-30-272 = U.17900W,UET 5 861,UET 5 861
UR 1373,0,-,-,-, -,Ur-Nanna (Charpin 1986: 27)?,Ur (UET 5),Administrative - wood,,,U 07802d.2,"1953-04-11, 0268",BM 131433,T12928,P415725,"BM 131433 = 1953-04-11, 268 = U.7802D(2)",UET 5 865,UET 5 865
UR 1378,0,-,-,-, -,Administrative (prebendary duties),Ur's Giparu (KP),Administrative - Duty (prebend),,,U �,-,UM 52-30-275,T12932,P415729,UM 52-30-275,UET 5 870,UET 5 870
UR 1383,0,-,-,-, -,Ur-Nanna (Charpin 1986: 27)?,"Ur's Extra-mural (EM), Quiet Street 7",Administrative - Duty (prebend),,,U 07735,"1953-04-11, 0271",BM 131436,T12937,P415734,"BM 131436 = 1953-04-11, 271 = U.7735",UET 5 875,UET 5 875
UR 139,0,-,-,-,-,Giparu (Ku-lugalbanda),Ur (unprov),Administrative - Delivery,,,-,-,-,T24927,N/A,U.31257,-,Nisaba 5 II 257
UR 1391,0,-,-,-,-,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Legal - Land Exchange,Room 11,,U 07836N,"1953-04-11, 0274",BM 131439,T6214,P283698,"BM 131439 = 1953-04-11, 274 = U. 7836?(2)",UET 5 883,UET 5 883
UR 1401,0,-,-,-,-,Administrative (cattle),"Ur (unprov., 1919)",Administrative - Delivery (pelts),,,-,-,YBC 04749,T22769,P305900,YBC 4749,YOS 05 6,YOS 5 6
UR 146,0,-,-,-,-,Administrative (foodstuff),Ur (unprov),Administrative,,,U 31455,-,BM �,T22395,P381878,U.31455,"Nisaba 12 /1, 07",Nisaba 12 I 7
UR 147,0,-,-,-,-,Administrative (silver and dates),Ur (unprov),Administrative,,,U 31465,-,BM �,T22388,P381879,U.31465,"Nisaba 12 /1, 08 = 19, 240",Nisaba 12 I 8
UR 148,0,-,-,-,-,Administrative (silver and barley),Ur (unprov),Administrative,,,U 31494,-,BM �,T22396,P381880,U.31494,"Nisaba 12 /1, 09",Nisaba 12 I 9
UR 1483,0,-,-,-, -,Legal (credit),"Ur (unprov., 1919)",Legal - Credit? (wool),,,-,-,YBC 04780,T22809,P305925,YBC 4780,YOS 05 89,YOS 5 89
UR 1484,0,-,-,-, -,Administrative (expenditures),"Ur (unprov., 1919)",Administrative - Expenditures (bitumin),,,-,-,YBC 04824,T22810,P305969,YBC 4824,YOS 05 90,YOS 5 90
UR 1485,0,-,-,-, -,Administrative (arrears),"Ur (unprov., 1919)",Administrative - arrears,,,-,-,YBC 04766,T22811,P305911,YBC 4766,YOS 05 91,YOS 5 91
UR 1488,0,-,-,-, -,administrative (delivery),"Ur (unprov., 1919)",Administrative - Delivery (textiles),,,-,-,YBC 04736,T22814,P305888,YBC 4736,YOS 05 94,YOS 5 94
UR 149,0,-,-,-,-,"Administrative (sesame, wool)",Ur (unprov),Administrative,,,U 31523,-,BM �,T22397,P381881,U.31523,"Nisaba 12 /1, 10",Nisaba 12 I 10
UR 1490,0,-,-,-, -,Administrative (expenditures),"Ur (unprov., 1919)",Administrative - Expenditures (textiles),,,-,-,YBC 04820,T22816,P305965,YBC 4820,YOS 05 96,YOS 5 96
UR 1491,0,-,-,-, -,Administrative (Labor count),"Ur (unprov., 1919)",Administrative - Work Roster,,,-,-,YBC 04778,T22817,P305922,YBC 4778,YOS 05 97,YOS 5 97
UR 1494,0,-,-,-, -,administrative (delivery),"Ur (unprov., 1919)",Administrative - Delivery (reeds),,,-,-,YBC 04800,T22820,P305945,YBC 4800,YOS 05 101,YOS 5 101
UR 1495,0,-,-,-, -,Ganunmah?,"Ur (unprov., 1919)",Administrative - balance account,,,-,-,YBC 04740,T11835,P305892,YBC 4740,YOS 05 102,YOS 5 102
UR 150,0,-,-,-,-,Ningal Temple,Ur (unprov),Administrative,,,U 31565,-,BM �,T22398,P381882,U.31565,"Nisaba 12 /1, 11",Nisaba 12 I 11
UR 1501,0,-,-,-, -,legal (debt note),"Ur (unprov., 1919)",Legal - Claim (allotments),,,-,-,YBC 04819,T22825,P305964,YBC 4819,YOS 05 108,YOS 5 108
UR 1503,0,-,-,-, -,legal (demand),"Ur (unprov., 1919)",legal - Demand,,,-,-,YBC 04803,T22827,P305948,YBC 4803,YOS 05 110,YOS 5 110
UR 151,0,-,-,-,-,Administrative (dates),Ur (unprov),Administrative,,,U 31601,-,BM �,T22399,P381883,U.31601,"Nisaba 12 /1, 12",Nisaba 12 I 12
UR 152,0,-,-,-, -,Giparu (arua),Ur (unprov),Administrative - arua,,,U �,-,IM 090187,T22400,P381884,IM 90187,"Nisaba 12 /1, 13",Nisaba 12 I 13
UR 153,0,-,-,-,-,Giparu (arua),Ur (unprov),Administrative - arua,,,U 31509,-,BM �,T22401,P381885,U.31509,"Nisaba 12 /1, 14 = 19, 241",Nisaba 12 I 14
UR 1549,0,-,-,-, -,Sin-mushtal,Ur (unprov),Letter,,,-,-,HMA 9-02295,T14081,P248022,Lowie Museum 9-2295,"UCP 09 -04, 05",AbB 11 169
UR 1552,0,-,-,-, -,Balmunamhe,Ur (unprov),Letter,,,-,-,AO 06732,T13246,P387354,AO 6732,TCL 17 58,AbB 14 112
UR 156,0,-,-,-,-,Administrative (cattle),Ur (unprov),Administrative,,,U 31600,-,BM �,T22404,P381888,U.31600,"Nisaba 12 /1, 17 = 19, 243",Nisaba 12 I 17
UR 159,0,-,-,-,-,Administrative (arua),Ur (unprov),Administrative,,,U 31541,-,BM �,T22407,P381891,U.31541,"Nisaba 12 /1, 20",Nisaba 12 I 20
UR 160,0,-,-,-, -,Ganunmah (Temple deliveries),Ur's Ganunmah (TTB),Administrative - arua,Room 34,Below KM Wall,U �,-,IM 090286,T22408,P381892,IM 90286,"Nisaba 12 /1, 21",Nisaba 12 I 21
UR 164,0,-,-,-,-,Administrative (silver),Ur (unprov),Administrative,,,U 31558,-,BM �,T22412,P381896,U.31558,"Nisaba 12 /1, 25",Nisaba 12 I 25
UR 168,0,-,-,-,-,Ganunmah (silver),Ur (unprov),Administrative - Donation,,,U 31363,-,BM �,T22416,P381900,U.31363,"Nisaba 12 /1, 29 = 19, 244",Nisaba 12 I 29
UR 169,0,-,-,-,-,Ganunmah (silver),Ur (unprov),Administrative - Donation,,,U 31457,-,BM �,T22417,P381901,U.31457,"Nisaba 12 /1, 30 = 19, 245",Nisaba 12 I 30
UR 170,0,-,-,-,-,Administrative (silver),Ur (unprov),Administrative,,,U 31489,-,BM �,T22418,P381902,U.31489,"Nisaba 12 /1, 31",Nisaba 12 I 31
UR 171,0,-,-,-,-,Administrative (silver),Ur (unprov),Administrative,,,U 31512,-,BM �,T22419,P381903,U.31512,"Nisaba 12 /1, 32",Nisaba 12 I 32
UR 172,0,-,-,-,-,Administrative (gold),Ur (unprov),Administrative,,,U 31536,-,BM �,T22420,P381904,U.31536,"Nisaba 12 /1, 33",Nisaba 12 I 33
UR 173,0,-,-,-,-,Administrative (silver),Ur (unprov),Administrative,,,U 31546,-,BM �,T22421,P381905,U.31546,"Nisaba 12 /1, 34",Nisaba 12 I 34
UR 174,0,-,-,-,-,Administrative (silver),Ur (unprov),Administrative,,,U 31592,-,BM �,T22422,P381906,U.31592,"Nisaba 12 /1, 35",Nisaba 12 I 35
UR 175,0,-,-,-,-,Administrative (silver and barley),Ur (unprov),Administrative,,,U 31595,-,-,T22424,P381907,U.31595,"Nisaba 12 /1, 36 = 19, 246",Nisaba 12 I 36
UR 176,0,-,-,-,-,"Administrative (gold, bronze)",Ur (unprov),Administrative,,,U 31617,-,BM �,T22425,P381908,U.31617,"Nisaba 12 /1, 37",Nisaba 12 I 37
UR 177,0,-,-,-,-,"Administrative (precious items, silver, bronze)",Ur (unprov),Administrative,,,U 31398,-,BM �,T22427,P381909,U.31398,"Nisaba 12 /1, 38",Nisaba 12 I 38
UR 179,0,-,-,-,-,Giparu (abku),CHECK,Administrative,,,U 31434,-,BM �,T22430,P381911,U.31434,"Nisaba 12 /2, 02",Nisaba 12 II 2
UR 180,0,-,-,-,-,Giparu (abku),Ur (unprov),Administrative,,,U �,-,IM 090312,T22431,P381912,IM 90312,"Nisaba 12 /2, 03",Nisaba 12 II 3
UR 181,0,-,-,-,-,Administrative (satukku),Ur (unprov),Administrative,,,U �,-,IM 090568,T22433,P381913,IM 90568,"Nisaba 12 /2, 04",Nisaba 12 II 4
UR 185,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31341,-,BM �,T22440,P381917,U.31341,"Nisaba 12 /2, 08",Nisaba 12 II 8
UR 186,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31342,-,BM �,T22441,P381918,U.31342,"Nisaba 12 /2, 09 = 19, 248",Nisaba 12 II 9
UR 187,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31397,-,BM �,T22442,P381919,U.31397,"Nisaba 12 /2, 10",Nisaba 12 II 10
UR 188,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31474,-,BM �,T22443,P381920,U.31474,"Nisaba 12 /2, 11",Nisaba 12 II 11
UR 189,0,-,-,-,-,Ganunmah,CHECK,Administrative,,,U 31495,-,BM �,T22444,P381921,U.31495,"Nisaba 12 /2, 12",Nisaba 12 II 12
UR 190,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31496,-,BM �,T22445,P381922,U.31496,"Nisaba 12 /2, 13",Nisaba 12 II 13
UR 191,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31522,-,BM �,T22446,P381923,U.31522,"Nisaba 12 /2, 14",Nisaba 12 II 14
UR 192,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31588,-,BM �,T22447,P381924,U.31588,"Nisaba 12 /2, 15 = 19, 249",Nisaba 12 II 15
UR 193,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31435,-,BM �,T22448,P381925,U.31435,"Nisaba 12 /2, 16",Nisaba 12 II 16
UR 194,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31458,-,BM �,T22449,P381926,U.31458,"Nisaba 12 /2, 17",Nisaba 12 II 17
UR 195,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31524,-,BM �,T22450,P381927,U.31524,"Nisaba 12 /2, 18",Nisaba 12 II 18
UR 196,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U 31609,-,BM �,T22451,P381928,U.31609,"Nisaba 12 /2, 19",Nisaba 12 II 19
UR 197,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U �,-,IM 090454,T22452,P381929,IM 90454,"Nisaba 12 /2, 20",Nisaba 12 II 20
UR 198,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U �,-,IM 090453 + 090463,T22453,P381930,IM 90453+IM 90463+IM 90553,"Nisaba 12 /2, 21",Nisaba 12 II 21
UR 199,0,-,-,-,-,Ku-Ningal,Ur (unprov),Administrative,,,U �,-,IM 090455 + 090460,T22454,P381931,IM 90455+IM 90460,"Nisaba 12 /2, 22",Nisaba 12 II 22
UR 200,0,-,-,-,-,Giparu (abku),CHECK,Administrative,,,U 31243,-,BM �,T22455,P381932,U.31243,"Nisaba 12 /2, 23",Nisaba 12 II 23
UR 203,0,-,-,-,-,Administrative (arrears),Ur (unprov),Administrative,,,U 31399,-,BM �,T22458,P381935,U.31399,"Nisaba 12 /2, 26 = 19, 252",Nisaba 12 II 26
UR 204,0,-,-,-,-,Administrative (arrears),Ur (unprov),Administrative,,,U 31594,-,BM �,T22459,P381936,U.31594,"Nisaba 12 /2, 27",Nisaba 12 II 27
UR 207,0,-,-,-,-,Administrative (cattle),Ur (unprov),Administrative,,,U 31372,-,BM �,T22462,P381939,U.31372,"Nisaba 12 /2, 30",Nisaba 12 II 30
UR 209,0,-,-,-,-,Administrative (cattle),Ur (unprov),Administrative,,,U 31367,-,BM �,T22464,P381941,U.31367,"Nisaba 12 /2, 32",Nisaba 12 II 32
UR 210,0,-,-,-,-,Administrative (cattle),Ur (unprov),Administrative,,,U 31409,-,BM �,T22465,P381942,U.31409,"Nisaba 12 /2, 33",Nisaba 12 II 33
UR 211,0,-,-,-,-,Administrative (cattle),Ur (unprov),Administrative,,,U 31520,-,BM �,T22466,P381943,U.31520,"Nisaba 12 /2, 34",Nisaba 12 II 34
UR 212,0,-,-,-,-,Administrative (cattle),Ur (unprov),Administrative,,,U 31611,-,BM �,T22467,P381944,U.31611,"Nisaba 12 /2, 35",Nisaba 12 II 35
UR 213,0,-,-,-, -,Administrative (cattle),Ur (unprov),Administrative,,,U �,-,IM 090334,T22468,P381945,IM 90334,"Nisaba 12 /2, 36",Nisaba 12 II 36
UR 214,0,-,-,-,-,Administrative (barley),Ur (unprov),Administrative,,,U 31400,-,BM �,T22469,P381946,U.31400,"Nisaba 12 /2, 37 = 19, 254",Nisaba 12 II 37
UR 215,0,-,-,-,-,Administrative (land),Ur (unprov),Administrative,,,U 31550,-,BM �,T22470,P381947,U.31550,"Nisaba 12 /2, 38 = 19, 255",Nisaba 12 II 38
UR 218,0,-,-,-,-,Giparu (Ku-lugalbanda),Ur (unprov),Administrative,,,U �,-,IM 090209,T22477,P381950,IM 90209,"Nisaba 12 /3, 03",Nisaba 12 III 3
UR 220,0,-,-,-,-,Giparu (Ku-lugalbanda),Ur (unprov),Administrative,,,U �,-,IM 090262,T22479,P381952,IM 90262,"Nisaba 12 /3, 05",Nisaba 12 III 5
UR 222,0,-,-,-,-,Giparu (abku),CHECK,Administrative,,,U 31382,-,BM �,T22481,P381954,U.31382,"Nisaba 12 /3, 07",Nisaba 12 III 7
UR 223,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U �,-,IM 090376,T22482,P381955,IM 90376,"Nisaba 12 /3, 08",Nisaba 12 III 8
UR 224,0,-,-,-,-,Giparu (Ku-lugalbanda),CHECK,Administrative,,,U 31502,-,BM �,T22483,P381956,U.31502,"Nisaba 12 /3, 09",Nisaba 12 III 9
UR 227,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U 31436,-,BM �,T22486,P381959,U.31436,"Nisaba 12 /3, 12",Nisaba 12 III 12
UR 228,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U 31497,-,BM �,T22487,P381960,U.31497,"Nisaba 12 /3, 13 = 19, 257",Nisaba 12 III 13
UR 229,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U 31338,-,BM �,T22488,P381961,U.31338,"Nisaba 12 /3, 14",Nisaba 12 III 14
UR 23,0,-,-,-, -,Ganunmah (E-Kishib),Ur's Ganunmah (TTB),Administrative - Delivery,Room 34,Below KM Wall,-,-,-,T24980,N/A,U.2703,-,In�dit
UR 230,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U 31514,-,BM �,T22489,P381962,U.31514,"Nisaba 12 /3, 15",Nisaba 12 III 15
UR 231,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U 31360,-,BM �,T22490,P381963,U.31360,"Nisaba 12 /3, 16",Nisaba 12 III 16
UR 233,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U 31374,-,BM �,T22492,P381965,U.31374,"Nisaba 12 /3, 18",Nisaba 12 III 18
UR 234,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U 31427,-,BM �,T22493,P381966,U.31427,"Nisaba 12 /3, 19",Nisaba 12 III 19
UR 235,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U �,-,IM 090409,T22494,P381967,IM 90409,"Nisaba 12 /3, 20",Nisaba 12 III 20
UR 236,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U �,-,IM 090458,T22495,P381968,IM 90458,"Nisaba 12 /3, 21",Nisaba 12 III 21
UR 237,0,-,-,-,-,Administrative (satukku goods),Ur (unprov),Administrative,,,U �,-,IM 090213,T22496,P381969,IM 90213,"Nisaba 12 /3, 22",Nisaba 12 III 22
UR 238,0,-,-,-,-,Ganunmah (expenditure),Ur (unprov),Administrative,,,U �,-,IM 090310,T22507,P381970,IM 90310,"Nisaba 12 /3, 23",Nisaba 12 III 23
UR 239,0,-,-,-,-,satukku,Ur (unprov),Administrative,,,U �,-,IM 090378,T22508,P381971,IM 90378,"Nisaba 12 /3, 24",Nisaba 12 III 24
UR 241,0,-,-,-,-,ana-pani-ili,Ur (unprov),Administrative,,,U �,-,IM 090351,T22510,P381973,IM 90351,"Nisaba 12 /3, 26",Nisaba 12 III 26
UR 242,0,-,-,-,-,ana-pani-ili,Ur (unprov),Administrative,,,U �,-,IM 090390,T22511,P381974,IM 90390,"Nisaba 12 /3, 27",Nisaba 12 III 27
UR 244,0,-,-,-,-,Administrative (dairy),Ur (unprov),Administrative,,,U �,-,IM 090248,T22513,P381976,IM 90248,"Nisaba 12 /3, 29",Nisaba 12 III 29
UR 248,0,-,-,-,-,Legal (house sale),Ur (unprov),Legal - Sale (House),,,U �,-,IM 090440,T22517,P381980,IM 90440,"Nisaba 12 /4, 04",Nisaba 12 IV 4
UR 249,0,-,-,-,-,Legal (sale),Ur (unprov),Legal - sale,,,U 31577,-,BM �,T22518,P381981,U.31577,"Nisaba 12 /4, 05",Nisaba 12 IV 5
UR 252,0,-,-,-,-,"Ela, son of Ur-Damu (shatammum)?",Ur (unprov),Administrative,,,U 31586,-,BM �,T22521,P381984,U.31586,"Nisaba 12 /4, 08",Nisaba 12 IV 8
UR 254,0,-,-,-,-,Administrative (sale?),Ur (unprov),Administrative,,,U 31343,-,BM �,T22523,P381986,U.31343,"Nisaba 12 /4, 10 = 19, 261",Nisaba 12 IV 10
UR 255,0,-,-,-,-,Legal (sale),Ur (unprov),Legal - sale,,,U 31365,-,BM �,T22524,P381987,U.31365,"Nisaba 12 /4, 11",Nisaba 12 IV 11
UR 260,0,-,-,-,-,Administrative (silver),Ur (unprov),Legal - Loan (Silver),,,U 31517,-,BM �,T22535,P381992,U.31517,"Nisaba 12 /5, 05",Nisaba 12 V 5
UR 261,0,-,-,-,-,Legal (loan),Ur (unprov),Legal - loan,,,U 31589,-,BM �,T22536,P381993,U.31589,"Nisaba 12 /5, 06 = 19, 262",Nisaba 12 V 6
UR 265,0,-,-,-,-,Nanna's silo?,Ur's Mausoleum (BC)?,Administrative - Allotment,,,U 31428,-,BM �,T22542,P381999,U.31428,"Nisaba 12 /6, 04 = 19, 267",Nisaba 12 VI 4
UR 266,0,-,-,-,-,Legal (Work hire),Letters,Legal - Work hire,,,U 31572,-,BM �,T22543,P382000,U.31572,"Nisaba 12 /6, 05 = 19, 268",Nisaba 12 VI 5
UR 268,0,-,-,-,-,Administrative (copper),Ur (unprov),Administrative,,,U 31485,-,BM �,T22546,P382002,U.31485,"Nisaba 12 /6, 07",Nisaba 12 VI 7
UR 269,0,-,-,-,-,Giparu (arua),Ur (unprov),Administrative - arua,,,U 31597,-,BM �,T22547,P382003,U.31597,"Nisaba 12 /6, 08 = 19, 269",Nisaba 12 VI 8
UR 270,0,-,-,-,-,Administrative (land),Ur (unprov),Administrative,,,U 31346,-,BM �,T22548,P382004,U.31346,"Nisaba 12 /6, 09 = 19, 270",Nisaba 12 VI 9
UR 271,0,-,-,-,-,Administrative (land),Ur (unprov),Administrative,,,U 31351,-,BM �,T22549,P382005,U.31351,"Nisaba 12 /6, 10 = 19, 271",Nisaba 12 VI 10
UR 272,0,-,-,-,-,Administrative (inventory),Ur (unprov),Administrative,,,U 31580,-,BM �,T22550,P382006,U.31580,"Nisaba 12 /6, 11 = 19, 272",Nisaba 12 VI 11
UR 275,0,-,-,-,-,Letter (Orders),Letters,Letter,,,U 31340,-,BM �,T22553,P382009,U.31340,"Nisaba 12 /6, 14 = 19, 273",Nisaba 12 VI 14
UR 276,0,-,-,-,-,Letter,Letters,Letter,,,U 31344,-,BM �,T17460,P382010,U.31344,"Nisaba 12 /6, 15 = 19, 274",Nisaba 12 VI 15
